Title,Year,Type_Long,Type,Link,En_mi_web,title_clean
Resultados del 10º Congreso Argentino de AgroInformática 2018,2018,Noticia,Blog post,https://inta.gob.ar/documentos/resultados-del-10o-congreso-argentino-de-agroinformatica-2018,,resultados del 10º congreso argentino de agroinformática 2018
Se desarrolló en Santa Rosa el primer workshop de Inundaciones,2018,Noticia,Blog post,https://inta.gob.ar/noticias/se-desarrollo-en-santa-rosa-el-primer-workshop-de-inundaciones,,se desarrolló en santa rosa el primer workshop de inundaciones
Alumnos del Liceo Informático visitaron INTA Anguil,2019,Noticia,Blog post,https://inta.gob.ar/noticias/alumnos-del-liceo-informatico-visitaron-inta-anguil,Si,alumnos del liceo informático visitaron inta anguil
"Análise das Tendências de pesquisa no Congresso de Agroinformática da Argentina: um estudo regional. Alfredo Parteli Gomes, Bruno Ernesto Techera da Motta, Sandro da Silva Camargo, Yanina Bellini Saibene. Congreso Argentino de AgroInformática 2019",2019,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,http://170.210.201.137/pdfs/cai/CAI-18.pdf,,"análise das tendências de pesquisa no congresso de agroinformática da argentina: um estudo regional. alfredo parteli gomes, bruno ernesto techera da motta, sandro da silva camargo, yanina bellini saibene. congreso argentino de agroinformática 2019"
Análisis de la participación de la mujer en la informática aplicada al sector agropecuario en Argentina. Yanina Bellini Saibene and Marina Cock. LatinR 2019.,2019,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,https://github.com/LatinR/presentaciones-LatinR2019/blob/master/presentaciones/LatinR2019_paper_49.pdf,,análisis de la participación de la mujer en la informática aplicada al sector agropecuario en argentina. yanina bellini saibene and marina cock. latinr 2019.
Análisis de las precipitaciones del 19 de agosto en La Pampa utilizando el Radar meteorológico,2019,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/analisis-de-las-precipitaciones-del-19-de-agosto-en-la-pampa-utilizando-el-radar-meteorologico,Si,análisis de las precipitaciones del 19 de agosto en la pampa utilizando el radar meteorológico
Campaña de Twitter de R-Ladies IWD 2019. Explicando el proyecto de twitter para el IWD 2019,2019,Blog post,Blog post,,Si,campaña de twitter de r-ladies iwd 2019. explicando el proyecto de twitter para el iwd 2019
Comunidades de práctica en américa latina. Mesa temática. BLatinR 2019.,2019,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,https://github.com/LatinR/presentaciones-LatinR2019#mesa-tem%C3%A1tica-comunidades---presentaci%C3%B3n-laura-acion,,comunidades de práctica en américa latina. mesa temática. blatinr 2019.
Congreso Argentino de Agroinformática 2019 - Prórroga para presentar trabajos,2019,Noticia,Blog post,https://inta.gob.ar/noticias/congreso-argentino-de-agroinformatica-2019-prorroga-para-presentar-trabajos,,congreso argentino de agroinformática 2019 - prórroga para presentar trabajos
"Conjunto de datos de imágenes etiquetadas para el desarrollo de aplicaciones de reconocimiento de patrones en el cultivo de girasol. Alexandra Dillchneider, Javier Berger, Yanina Bellini Saibene, Elke Noellemeyer. Congreso Argentino de AgroInformática 2019",2019,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,http://170.210.201.137/pdfs/cai/CAI-29.pdf,,"conjunto de datos de imágenes etiquetadas para el desarrollo de aplicaciones de reconocimiento de patrones en el cultivo de girasol. alexandra dillchneider, javier berger, yanina bellini saibene, elke noellemeyer. congreso argentino de agroinformática 2019"
"Conjunto de datos de resultados de la Red Nacional de Cultivares de Girasol de INTA. Juan Marcelo Caldera, Daniel Funaro, Lucio García, Julian Muñoz, Joaquin Seitz, Yanina Noemi Bellini Saibene. Congreso Argentino de AgroInformática 2019",2019,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,http://170.210.201.137/pdfs/cai/CAI-28.pdf,,"conjunto de datos de resultados de la red nacional de cultivares de girasol de inta. juan marcelo caldera, daniel funaro, lucio garcía, julian muñoz, joaquin seitz, yanina noemi bellini saibene. congreso argentino de agroinformática 2019"
"Evaluación del desempeño de productos satelitales para estimar evapotranspiración en la región pampeana (Argentina). Miguel Nolasco, Silvina Sayago, Gustavo Ovando, Yanina Bellini, Maria Laura Belmonte, Mónica Bocco. Congreso Argentino de AgroInformática 2019",2019,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,http://170.210.201.137/pdfs/cai/CAI-02.pdf,,"evaluación del desempeño de productos satelitales para estimar evapotranspiración en la región pampeana (argentina). miguel nolasco, silvina sayago, gustavo ovando, yanina bellini, maria laura belmonte, mónica bocco. congreso argentino de agroinformática 2019"
"Eventos meteorológicos que contribuyeron a excesos hídricos en La Pampa y su impacto en las actividades agropecuarias. de La Pampa. Una mirada multidisciplinar. Eventos meteorológicos que contribuyeron a excesos hídricos en La Pampa y su impacto en las actividades agropecuarias. Capítulo 3 en el libro Las inundaciones en el Noreste de la provincia de La Pampa. Una mirada multidisciplinar. EdUNLPam. ISBN: 978-950-863-355-2Belmonte, M.; Gattinoni, N.; Godoy, A.; Bellini Saibene, Y.; Fuentes, M.",2019,Book Chapters,Book Chapters,,,"eventos meteorológicos que contribuyeron a excesos hídricos en la pampa y su impacto en las actividades agropecuarias. de la pampa. una mirada multidisciplinar. eventos meteorológicos que contribuyeron a excesos hídricos en la pampa y su impacto en las actividades agropecuarias. capítulo 3 en el libro las inundaciones en el noreste de la provincia de la pampa. una mirada multidisciplinar. edunlpam. isbn: 978-950-863-355-2belmonte, m.; gattinoni, n.; godoy, a.; bellini saibene, y.; fuentes, m."
Generando una nube de palabras con R,2019,Blog post,Blog post,,Si,generando una nube de palabras con r
"Geo tecnologías para el seguimiento de inundaciones en La Pampa. Geo tecnologías para el seguimiento de inundaciones en La Pampa. Capítulo 10 en el libro Las inundaciones en el Noreste de la provincia de La Pampa. Una mirada multidisciplinar. EdUNLPam. ISBN: 978-950-863-355-2 Bellini Saibene, Y.; Julio César Fernández",2019,Book Chapters,Book Chapters,,,"geo tecnologías para el seguimiento de inundaciones en la pampa. geo tecnologías para el seguimiento de inundaciones en la pampa. capítulo 10 en el libro las inundaciones en el noreste de la provincia de la pampa. una mirada multidisciplinar. edunlpam. isbn: 978-950-863-355-2 bellini saibene, y.; julio césar fernández"
Horizonte agropecuario pampeano puntano Nº 117,2019,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/horizonte-agropecuario-pampeano-puntano-no-117,Si,horizonte agropecuario pampeano puntano nº 117
"Insights from the recent R community development and growth in Latin America. useR2019. 2019. Toulouse, France. L. Acion, Y. Bellini Saibene, E. Campitelli, P. Corrales, F. D'Andrea, N. da Silva, G. de Queiroz, D. Kozlowski, R. Quiroga",2019,Journals,Journals,,,"insights from the recent r community development and growth in latin america. user2019. 2019. toulouse, france. l. acion, y. bellini saibene, e. campitelli, p. corrales, f. d'andrea, n. da silva, g. de queiroz, d. kozlowski, r. quiroga"
"Insights from the recent R user community development and growth in Latin America. L Ación, Y Bellini, E Campitelli, P Corrales, F D’Andrea, N da Silva, G de Queiroz, D Kozlowski, R Quiroga. useR2019. 2019. Toulouse, France.",2019,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,,,"insights from the recent r user community development and growth in latin america. l ación, y bellini, e campitelli, p corrales, f d’andrea, n da silva, g de queiroz, d kozlowski, r quiroga. user2019. 2019. toulouse, france."
IWD 2019 Twitter Action.,2019,Blog post,Blog post,,Si,iwd 2019 twitter action.
La Ciencia de Datos al servicio del Agro,2019,Blog post,Blog post,,Si,la ciencia de datos al servicio del agro
Nueva Convocatoria del Congreso Argentino de Agroinformatica 2019,2019,Noticia,Blog post,https://inta.gob.ar/noticias/nueva-convocatoria-del-congreso-argentino-de-agroinformatica-2019,Si,nueva convocatoria del congreso argentino de agroinformatica 2019
"Quién es Quién en la Agroinformática Argentina. Congreso Argentino de AgroInformática 2019. Sandro da Silva Camargo, Leonardo Bidese de Pinho, Yanina Bellini Saibene.",2019,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,http://170.210.201.137/pdfs/cai/CAI-06.pdf,,"quién es quién en la agroinformática argentina. congreso argentino de agroinformática 2019. sandro da silva camargo, leonardo bidese de pinho, yanina bellini saibene."
"R para Ciencia de Datos. Marcela Alfaro, Mónica Alonso, Fernando Álvarez, Zulemma Bazurto, Yanina Bellini, Juliana Benítez, María Paula Caldas, Elio Campitelli, Florencia D’Andrea, Rocío Espada, Joshua Kunst, Patricia Loto, Pamela Matías, Lina Moreno, Paola Prieto, Riva Quiroga, Lucía Rodríguez, Mauricio Vargas, Daniela Vázquez, Melina Vidoni, Roxana N. Villafañe.",2019,Translations,Translations,https://es.r4ds.hadley.nz/,,"r para ciencia de datos. marcela alfaro, mónica alonso, fernando álvarez, zulemma bazurto, yanina bellini, juliana benítez, maría paula caldas, elio campitelli, florencia d’andrea, rocío espada, joshua kunst, patricia loto, pamela matías, lina moreno, paola prieto, riva quiroga, lucía rodríguez, mauricio vargas, daniela vázquez, melina vidoni, roxana n. villafañe."
Resultados del 11º Congreso de AgroInformática 2019,2019,Noticia,Blog post,https://inta.gob.ar/documentos/resultados-del-11o-congreso-de-agroinformatica-2019,Si,resultados del 11º congreso de agroinformática 2019
Se firmó un convenio de colaboración con la Facultad de Agronomía,2019,Noticia,Blog post,https://inta.gob.ar/noticias/se-firmo-un-convenio-de-colaboracion-con-la-facultad-de-agronomia,Si,se firmó un convenio de colaboración con la facultad de agronomía
Seminario INTA Anguil: Técnicas de Análisis de Redes Sociales para estudiar la colaboración científica,2019,Noticia,Blog post,https://inta.gob.ar/noticias/seminario-inta-anguil-tecnicas-de-analisis-de-redes-sociales-para-estudiar-la-colaboracion-cientifica,,seminario inta anguil: técnicas de análisis de redes sociales para estudiar la colaboración científica
¿Cómo armar salas pequeñas en Zoom?,2020,Blog post,Blog post,,Si,¿cómo armar salas pequeñas en zoom?
¿Porqué necesitas tener una página web personal?,2020,Blog post,Blog post,,Si,¿porqué necesitas tener una página web personal?
A crazy year in review,2020,Blog post,Blog post,,Si,a crazy year in review
Adaptando el material de MetaDocencia para el Centro Regional La Pampa - San Luis,2020,Blog post,Blog post,,Si,adaptando el material de metadocencia para el centro regional la pampa - san luis
"Análisis de la participación de la mujer en 10 años del Congreso de Agroinformática en Argentina. Electronic Journal of SADIO. Edición Especial sobre los 10 años del Congreso Argentino de Agroinformática Vol. 19 Núm. ISSN 1514-6774. Argentina. Bellini Saibene, Y., Cock, M., & Lozza, A.",2020,Journals,Journals,,,"análisis de la participación de la mujer en 10 años del congreso de agroinformática en argentina. electronic journal of sadio. edición especial sobre los 10 años del congreso argentino de agroinformática vol. 19 núm. issn 1514-6774. argentina. bellini saibene, y., cock, m., & lozza, a."
"Birds of a feather, drawn together",2020,Blog post,Blog post,,Si,"birds of a feather, drawn together"
Building capacities to teach data science in Latin America,2020,Blog post,Blog post,,Si,building capacities to teach data science in latin america
Cambiando el diseño visual de los tutoriales,2020,Blog post,Blog post,,Si,cambiando el diseño visual de los tutoriales
"Communities of Practice in Latin America: R and Friends. L. Acion, N. Alarcón, M. Alfaro Córdoba, Z. Bazurto Blacio, Y. Bellini Saibene, M. Benítez Saldívar, E. Campitelli, O. Castillo, J. Chávez, L. Collado Torres, P. Corrales, et al. useR2020. St. Louis, USA",2020,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,,,"communities of practice in latin america: r and friends. l. acion, n. alarcón, m. alfaro córdoba, z. bazurto blacio, y. bellini saibene, m. benítez saldívar, e. campitelli, o. castillo, j. chávez, l. collado torres, p. corrales, et al. user2020. st. louis, usa"
Cómo colaborar con MetaDocencia,2020,Blog post,Blog post,,Si,cómo colaborar con metadocencia
Compartiendo trabajo en tiempo real durante tu clase,2020,Blog post,Blog post,,Si,compartiendo trabajo en tiempo real durante tu clase
Compartir material educativo y mantener la autoría.,2020,Blog post,Blog post,,Si,compartir material educativo y mantener la autoría.
Comunidades de Práctica en América Latina. R y Colegas,2020,Blog post,Blog post,,Si,comunidades de práctica en américa latina. r y colegas
Configurando opciones de seguridad en Zoom,2020,Blog post,Blog post,,Si,configurando opciones de seguridad en zoom
Convocatoria a la Jornadas Argentinas de Informática 2020,2020,Noticia,Blog post,https://inta.gob.ar/noticias/convocatoria-a-la-jornadas-argentinas-de-informatica-2020,Si,convocatoria a la jornadas argentinas de informática 2020
"Cosechando Datos. Desarrollos para la agricultura en la era digital. Electronic Journal of SADIO. Edición Especial sobre los 10 años del Congreso Argentino de Agrolnformática Vol. 19 Núm. ISSN 1514-6774. 2020. Argentina. Bellini Saibene, Y., Caldera, J., & Ramos, L.",2020,Journals,Journals,,,"cosechando datos. desarrollos para la agricultura en la era digital. electronic journal of sadio. edición especial sobre los 10 años del congreso argentino de agrolnformática vol. 19 núm. issn 1514-6774. 2020. argentina. bellini saibene, y., caldera, j., & ramos, l."
